Applicant Name,Date Screened by Fiber Consultant ,State,Applicant Type,Address ,FCC Form 470 Number,Lit/Dark/Self,Estimated Special construction ,Odds,Num,Overview,Interactions with USAC 
Denver School District 1,2/15/17,CO,School District ,"1860 LINCOLN STREETDENVER, DENVER, CO 80203",170065889,Category1 Network Equipment ,$0.00,Likely,173,173 Location existing WAN,2/15 Confirmed receipt 
HAXTUN SCHOOL DISTRICT R E 2 J,1/18/17,CO,School District ,"301 WEST POWELLHAXTUN, PHILLIPS, CO 80731",170060288,"Self Provisioning, Internet Access:  Bundled Transport Only-No ISP Service Included  and Access  (25 mbps-2G), Leased Lit Service (100 mbps-25G), leased dark fiber, Transport Only-No ISP Service Included  (25 mbps-25G), Category1 network equipment ","$80,000.00",Likely,2,2 location WAN,1/18 refiled the consortium RFP but listed less locations on the FCC Form 470- asked them about it
ACADEMY SCHOOL DISTRICT 20,2/2/17,CO,School District ,"1110 CHAPEL HILLS DRIVECOLORADO SPGS, EL PASO, CO 80920-3923",170062366,"Self Provisioning,Transport Only-No ISP Service Included  (1-10G), Other Category 1 Network Equipment ","$100,000.00",Likely,3,3 location WAN ,1/19 did not bid Transport Only-No ISP Service Included  or equipment.  Wrote applicant. 2/2 - Corrected FCC form 470 filed
Jefferson County ISD,11/28/16,CO,School District ,"1829 Denver West Drive, Building 27Golden, CO 80401",170053212,Leased dark fiber vs. leased lit service vs. self provisioning ,"$6,000,000.00",Likely,154,Bidding a WAN network for a 154 site school district,"11/29-One network design, no equipment bid, high comparison bandwidths.  All fairly straightforward to correct.  12/8 refiled to address concerns "
NORWICH PUBLIC SCHOOL DISTRICT,2/3/17,CT,School District ,"90 TOWN STREETNORWICH, NEW LONDON, CT 06360",170063782,"Leased Dark Fiber, Leased Lit Fiber (1G)","$260,000.00",Likely,13,13 location WAN,2/3 wrote about equipment 
Regional School District 9,1/19/17,CT,School District ,"654 Morehouse RoadEaston, FAIRFIELD, CT 06612-2853",170060619,"Leased Dark Fiber, Leased Lit Fiber (1G), ISP (100 mbps-2G)","$40,000.00",Likely,2,2 location WAN,1/19 confirmed receipt. Checked on equipment 
Redding School Distirct ,1/19/17,CT,School District ,"654 Morehouse RoadEaston, FAIRFIELD, CT 06612-2853",170060598,"Leased Dark Fiber, Leased Lit Fiber (1G), ISP (500 mbps-1G)","$60,000.00",Likely,3,3 location WAN ,1/19 confirmed receipt. Checked on equipment 
East Windsor Unified School District ,1/4/17,CT,School District ,"70 S MAIN ST EAST WINDSOR, HARTFORD, CT 06088-9741",170056590,Leased dark fiber vs. leased lit service and Category 1 network equipment  ,"$30,000.00",Likely ,3,3 school WAN ,11/16 - confirmed receipt
BETHEL SCHOOL DISTRICT,12/23/16,CT,School District ,"1 SCHOOL STBETHEL, FAIRFIELD, CT 06801",170056480,"Leased Dark Fiber, Leased Lit Fiber (1G), Category1 Network Equipment ","$100,000.00",Likely,5,5 school WAN,12/21 - confirmed receipt ; Refiled for equipment and lanaguage correction
REGIONAL SCHOOL DISTRICT 16,12/23/16,CT,School District ,"207 NEW HAVEN RDPROSPECT, NEW HAVEN, CT 06712-1629",170054903,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included  (1-10G), Category1 Network Equipment, Bundled (DIA) (200 mbps-500 mbps)","$75,000.00",Likely ,1,Leased dark fiber for one location of a 5 location WAN,12/23-confirmed receipt 
Brevard County Schools ,1/27/17,FL,School District ,"2700 JUDGE FRAN JAMIESON WAYVIERA, BREVARD, FL 32955",170062264,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Category1 Network Equipment ","$2,400,000.00",Unlikely,119,119 location WAN ,1/25 Bid wrong options -- need to bid lit fiber service vs. dark fiber.  Also checking on equipment.  Will talk to applicant. 1/27 Applicant corrected filing 
DAWSON COUNTY SCHOOL DISTRICT,1/31/17,GA,School District ,"28 MAIN STREETDAWSONVILLE, DAWSON, GA 30534",170062880,Transport Only-No ISP Service Included  (1-10G),$0.00,Unlikely,12,12 locations WAN,1/31- Narrative seems to indicate leased dark fiber option is also being bid -- sent instructions on correct bid options
Lumpkin School District ,1/4/17,GA,School District ,"56 INDIAN DRIVEDAHLONEGA, LUMPKIN, GA 30533-0311",170056934,Leased Dark Fiber,"$40,000.00",Unlikely,2,2 school WAN,"12/30 did not bid leased lit fiber alternative, did not bid equipment - wrote applicant with requirement to refile "
Mitchell County GA,1/7/17,GA,School District ,"108 S. HARNEY STREETCAMILLA, MITCHELL, GA 31730",170058358,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10G), Transport Only-No ISP Service Included  (10G), Category1 Network Equipment ","$200,000.00",Unlikely,3,"3 Wan connections, instructional facility to hub.",REFILED On 1/7/17 from 11/3/16 filing to correct selections and add self provisioning
Bryan County School District ,1/7/17,GA,School District ,"8810 HIGHWAY 280BLACK CREEK, BRYAN, GA 31308",170058366,"Leased Dark Fiber, Leased Lit Fiber (1-10G)","$60,000.00",Likely,4,4 location WAN,1/7-wrote about equipment 
Pulaski County School District ,2/11/17,GA,School District ,"72 WARREN STREETHAWKINSVILLE, PULASKI, GA 31036",170065407,"Leased Dark Fiber, Leased Lit Fiber (1-10G), ISP (100-500 mbps)","$80,000.00",Likely,4,4 location WAN ,2/11 - Wrote about equipment 
Taylor County School District ,2/28/17,GA,School District ,"229 MULBERRY STREETBUTLER, TAYLOR, GA 31006",170068504,"Leased Dark Fiber, Leased Lit Fiber (1-10G), ISP (100-500 mbps)","$100,000.00",Likely ,5,5 location WAN,2/28 wrote to ask about equipment 
Lumpkin School District ,1/4/17,GA,School District ,"56 INDIAN DRIVEDAHLONEGA, LUMPKIN, GA 30533-0311",170057375,"Leased Dark Fiber, Leased Lit Fiber (10G)","$20,000.00",Unlikely,1,School Hub to the bus garage,"12/30 did not bid leased lit fiber alternative, did not bid equipment - wrote applicant with requirement to refile 1/4 Refiled "
NORTH SCOTT COMM SCHOOL DIST,12/17/16,IA,School District ,"251 E IOWA STELDRIDGE, SCOTT, IA 52748-1917",170055377,Transport Only-No ISP Service Included  (open to leased dark fiber),"$200,000.00",Likely,10,10 location WAN,12/17 asked to included leased dark fiber and leased lit fiber service options since these are mentioned in the RFP
JOHNSTON COMM SCHOOL DISTRICT,2/9/17,IA,School District ,"5608 MERLE HAY ROADJOHNSTON, POLK, IA 50131",170064464,Fiber Maintenance and Operations ,$0.00,Likely,10,10 location WAN,2/9 confired receipt 
Winterset Community School District ,1/19/17,IA,School District ,"110 WEST WASHINGTON ST, PO BOX 30WINTERSET, MADISON, IA 50273",170060552,"Self Provisioning, Leased Lit Fiber (300 mbps-1G), Transport Only-No ISP Service Included  (300 mbps-1G)","$40,000.00",Likely,2,2 location WAN,1/19 confirmed receipt. Checked on equipment 
VILLISCA COMMUNITY SCHOOL DIST,1/26/17,IA,School District ,"406 E 3RD STVILLISCA, MONTGOMERY, IA 50864",170062026,Maintenance and Operations for existing leased dark fiber network ,$0.00,likely,2,2 location WAN,1/26 - bid is for emergency repair time and materials only
LAWTON-BRONSON COMM SCH DIST,1/31/17,IA,School District ,"100 TARA WAYLAWTON,  IA 51030",170062495,"Leased Dark Fiber, Leased Lit Fiber (1-10G)","$40,000.00",Likely,2,2 location WAN,1/31- Confirmed receipt; asked about equipment
WAVERLY-SHELL ROCK COMMUNITY SCH DISTRICT,2/9/17,IA,School District ,"1415 4TH AVE SWWAVERLY, BREMER, IA 50677-2821",170060829,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Bundled (DIA) (100 mbps-1G)","$200,000.00",Likely,4,4 locations WAN ,2/9 Wrote about equipment and strand count 
Harold-Winn School District ,2/2/17,IA,School District ,"1000 SCHRODER DR.CRESCO, HOWARD, IA 52136-1730",170063074,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (300 mbps-1G), Transport Only-No ISP Service Included  (300 mbps-1G)","$80,000.00",Unlikely,5,5 location WAN,1/12- did not bid the correct options -- need to refile -- have self provisioning option in the RFP but did not bid self provisioning or Transport Only-No ISP Service Included  ;1/31 Still not correct. 2/2 refiled with correct options 
Decorah Community School District,1/27/17,IA,School District ,"510 Winnebago StreetDecorah, Winneshiek, IA 52101-1842",170062303,Maintenance and Operations for existing leased dark fiber network ,$0.00,Likely,7,7 location WAN,1/26 confirmed receipt
Centerville Community School District ,2/16/17,IA,School District ,"634 N. MAINCENTERVILLE, APPANOOSE, IA 52544",170066320,"Leased Dark Fiber, Leased Lit Fiber (100 mbps-10G)","$280,000.00",Likely,,8 location WAN ,2/16-confirmed receipt 
Glenwood Community School District ,1/6/17,IA,School District ,"103 CENTRAL ST STE 300GLENWOOD, MILLS, IA 51534-1104",170057974,Fiber Maintenance and Operations ,$0.00,Likely,4,Existing dark fiber network ,1/6 confirmed receipt 
Burlington Community School Distirct ,2/4/17,IA ,School District ,"2132 MADISON AVEBURLINGTON, DES MOINES, IA 52601",170064251,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10G), Transport Only-No ISP Service Included  (10G)","$360,000.00",Likely ,12,12 location WAN,2/4 asked about equipment 
WASHINGTON COMM SCHOOL DIST,1/31/17,IA ,School District ,"404 W MAIN STWASHINGTON, WASHINGTON, IA 52353-1727",170062868,Maintenance and Operations for existing leased dark fiber network ,$0.00,Likely,5,5 location WAN,1/31- Confirmed receipt 
TWIN FALLS SCHOOL DISTRICT 411,1/28/17,ID,School District ,"201 MAIN AVE WTWIN FALLS, TWIN FALLS, ID 83301-6103",170062566,"Leased Dark Fiber, Leased Lit Fiber (25G) ","$75,000.00",Likely,2,2 location WAN,"1/26 - Applicant bid incorrect options, applicant did not bid equipment ; 1/28 refiled without self provisioning "
KELLOGG JOINT SCHOOL DIST 391,12/21/16,ID,School District ,"800 BUNKER AVEKELLOGG, SHOSHONE, ID 83837-2209",170056051,"Leased Dark Fiber, Leased Lit Fiber  (1G), Transport Only-No ISP Service Included  (1G)","$40,000.00",Likely ,3,3 school WAN ,12/22-confirmed receipt - wrote about equipment 
BOUNDARY COUNTY DISTRICT 101,3/4/17,ID,School District ,"7188 OAK STREETBONNERS FERRY, BOUNDARY, ID 83805",170069705,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-NO ISP Service included (1-10G), ISP (300 mbps-1G), Category1 Network equipment ","$200,000.00",Likely,4,4 locations WAN ,2/24- Page 6 of the RFP had preference language.  Wrote applicant 3/4 Corrected the RFP
ROCK ISLAND-MILAN SCH DIST 41,4/10/17,IL,School District ,"2101 6TH AVEROCK ISLAND, ROCK ISLAND, IL 61201-8909",170079920,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-25G), Transport Only-No ISP Service Included  (1-25G), Category 1 network equipment ","$700,000.00",Likely,15,15 location WAN ,4/10-clarified the internal wiring request
GEORGETOWN-RIDGE FARM S D 4,3/21/17,IL,School District ,"502 W. MULBERRY STGEORGETOWN, VERMILION, IL 61846",170073603,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber  (1-25G), Transport Only-No ISP Service Included  (1-25G), Category 1 Network Equipment ","$50,000.00",Likely ,2,2 location WAN ,3/21-confirmed receipt 
DUNLAP SCHOOL DISTRICT 323,3/3/17,IL,School District ,"3020 WILLOW KNOLLS RDPEORIA, PEORIA, IL 61614",170069579,"Leased Dark Fiber, Leased Lit Fiber (10G)","$120,000.00",Unlikely,6,6 location WAN,2/28 applicant did not bid correct options to consider leased dark fiber.  Wrote applicant 3/3 Refiled with correct options
ALTON COMM UNIT SCHOOL DIST 11,12/22/16,IL ,School District ,"1854 E BROADWAYALTON, MADISON, IL 62002",170055397,"Leased dark fiber, leased lit fiber (1-25G), Self provisioning, Transport Only-No ISP Service Included  (1-25G); Category 1 network equipment","$260,000.00",Likely,13,13 location WAN,12/17 need to bid equipment separately; 12/22-Refiled to meet the requirement
ELMHURST C U SCHOOL DIST 205,1/24/17,IL ,School District ,"162 S. York St.ELMHURST, DU PAGE, IL 60126-4838",170061395,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (200 mbps-25G), Transport Only-No ISP Service Included  (200 mbps-25G), Category1 Network Equipment, Maintenance and Operations","$450,000.00",Likely,15,15 district WAN ,1/24 confirmed receipt 
KANELAND COMM UNIT S D 302,1/31/17,IL ,School District ,"47W326 KESLINGER RDMAPLE PARK, KANE, IL 60151-9720",170062932,"Leased Dark Fiber, Leased Lit Fiber (10G)","$50,000.00",Likely,2,2 location WAN ,1/31- Confirmed receipt; asked about equipment
Golf School District 67,12/7/16,IL ,School District ,"9401 WAUKEGAN RDMORTON GROVE, COOK, IL 60053-1353",170053058,Transport Only-No ISP Service Included  ,"$30,000.00",Likely,2,2 WAN connection,12/7 - confirmed receipt 2/1 This was before the guidance.
MAROA-FORSYTH C U S D #2,12/12/16,IL ,School District ,"101 CEDAR STMAROA, MACON, IL 61756",170053965,"Leased Lit Fiber (50 mbps-1G), Transport Only-No ISP Service Included  (50 mbps-1G)","$50,000.00",Likely,3,3 locations WAN ,12/12 asked about equipment if leased dark fiber is selected 
COWDEN-HERRICK H S DIST 188,12/12/16,IL ,School District ,"ROUTE 128 SCOWDEN, SHELBY, IL 62422",170053948,"Leased Lit Fiber (10 mbps-1G), Transport Only-No ISP Service Included  (10 mbps-1G)","$50,000.00",Likely,3,3 locations WAN ,12/12 asked about equipment if leased dark fiber is selected 
ROCKTON SCHOOL DISTRICT 140,12/14/16,IL ,School District ,"1050 E UNION STROCKTON, WINNEBAGO, IL 61072-1628",170054389,Transport Only-No ISP Service Included  ,"$75,000.00",Likely,3,3 locations WAN ,12/14-wrote about equipment.  2/1 This was before the guidance.
BROOKFIELD-LAGRANGE PK DIST 95,12/22/16,IL ,School District ,"3724 Prairie AvenueBROOKFIELD, COOK, IL 60513-1612",170055872,"Leased Dark Fiber, Leased Lit Fiber (100 mbps-1G, Transport Only-No ISP Service Included  (100 mbps-1G), Bundled (DIA) (100 mbps-1G), ISP (100 mbps-1G)","$60,000.00",Likely,3,3 locations WAN ,"12/22-tweak wording on leased lit service RFP, Equipment "
Frankfort School District 157 ,1/4/17,IL ,School District ,"10482 NEBRASKA STFRANKFORT, WILL, IL 60423-2235",170057714,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (500 mbps-5G), Category1 network equipment, Fiber maintenance and operations","$400,000.00",Likely,4,4 location WAN,1/4- asked to refile to bid Transport Only-No ISP Service Included  
WILMETTE SCHOOL DISTRICT 39,2/7/17,IL ,School District ,"615 LOCUST RDWILMETTE, COOK, IL 60091-2237",170064614,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-25G), Transport Only-No ISP Service Included  (1-25G), Category1 Network Equipment, Maintenance and Operations ","$150,000.00",Likely,4,4 location WAN ,2/7 - confirmed receipt 
RICHMOND-BURTON NIPPERSINK CONSORTIUM,2/18/17,IL ,School District ,"8311 ILLINOIS 31RICHMOND, MCHENRY, IL 60071",170065581,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only- No ISP Service Included (1-10G)","$100,000.00",Unlikely ,4,4 location WAN ,2/15 bid wrong mix of service options and asked about equipment 2/18 refiled with correct options
Gurnee School Distirct 17,1/18/17,IL ,School District ,"3706 FLORIDA AVEGURNEE, LAKE, IL 60031-5527",170060061,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included  (1-10G), Category1 Network Equipment (1-10G), Fiber Maintenance and Oeprations","$200,000.00",Likely,4,4 school  WAN,12/9 - bid wrong mix of service options.  Gave them guidance. 1/18 Refiled Correctly
RIVER TRAILS SCHOOL DIST 26,12/6/16,IL ,School District ,"1900 E KENSINGTON RD MOUNT PROSPECT, COOK, IL 60056-1924",170052837,Leased dark fiber vs. leased lit service ,"$200,000.00",Likely,4,4 school WAN,11/17-Bid options on separate 470's-asked them to refile  12/6 Refiled
FOREST PARK SCHOOL DISTRICT 91,1/13/17,IL ,School District ,"424 DES PLAINES AVEFOREST PARK, COOK, IL 60130-1718",170059447,"Leased Dark Fiber, Leased Lit Fiber (100 mpbs-1G), ISP (200 mbps-2G), Category1 Network equipment ","$120,000.00",Likely,6,6 school WAN,1/10 RFP references leased dark fiber but did not bid the leased dark fiber (Dark Fiber) function. Wrote to assist applicant in filing correctly. 1/13-Refiled correctly
BELVIDERE C U SCHOOL DIST 100,1/21/17,IL ,School District ,"1201 5TH AVEBELVIDERE, BOONE, IL 61008-5125",170060955,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included  (1-10G), Category1 Network Equipment (1-10G); Fiber maintenance and operations ","$200,000.00",Likely,6,6 school WAN,1/21-Confirmed receipt
Yorkville School District 115,1/18/17,IL ,School District ,"602 CENTER PARKWAY #AYORKVILLE, KENDALL, IL 60560",170060174,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included  (1-10G), Category1 Network equipment, Maintenance and Operations","$160,000.00",Likely,8,8 school district WAN,1/18 confirmed receipt
Mount Prospect School District 57,11/4/16,IL ,School District ,"701 W GREGORY STMOUNT PROSPECT, COOK, IL 60056-2220",170049310,Leased dark fiber vs. leased lit service vs. self provisioning ,"$150,000.00",Likely ,4,Bidding 4 location WAN ,10/25 - Terminology issues; maintenance and operations not bid ; equipment not bid-wrote applicant; REFILE 11/4
Cons High School District 230,11/29/16,IL ,School District ,"15100 S 94TH AVE COOK, IL 60462-3820",170051904,Leased dark fiber vs. leased lit service vs. self provisioning ,"$1,000,000.00",Likely,9,Connections between 9 entities and a hub.  Special construction estimate is all new build ,11/9- Chose wrong options on the FCC Form 470 and FCC form 470 leased lit service bandwidths are low.  Wrote applicant to inform. 11/16 - Refiled 11/29 Refiled again for compliance and terminology
MARSHALL SCHOOL DISTRICT C2,1/21/17,IL ,School District ,"503 PINE STMARSHALL, CLARK, IL 62441",170061230,"Self Provisioning, Leased Lit Fiber (10G), Transport Only-No ISP Service Included  (10G), Category 1 network equipment ","$50,000.00",Likely,1,Fiber run between hub and one school,1/11-wrote about equipment.  This is a denial from last year. 1/21 refiled 
