,trigram,count,phrase_array,category_arrays,evan_ids
3547,"('free', 'canada', 'minimum')",2,free canada minimum,[],[]
3548,"('pr', 'department', 'education')",2,pr department education,[],[]
3549,"('usac', 'website', 'program')",2,usac website program,[],[]
3550,"('proposal', 'sell', 'prices')",2,proposal sell prices,['Competitive Bidding Violation - price not primary factor'],[64]
3551,"('usac', 'unable', 'process')",2,usac unable process,[],[]
3552,"('form', 'current', 'funding')",2,form current funding,[],[]
3553,"('proposals', 'bidding', 'documentation')",2,proposals bidding documentation,[],[]
3554,"('form', '471', 'submitted')",2,form 471 submitted,[],[]
3555,"('validation', 'entity', 'application')",2,validation entity application,[],[]
3556,"('form', '471', 'narrative')",2,form 471 narrative,[],[]
3557,"('form', '471', 'mr3')",2,form 471 mr3,['Competitive Bidding Violation'],[77]
3558,"('hunting', 'inside', 'wire')",2,hunting inside wire,[],[]
3559,"('form', '471', 'filing')",2,form 471 filing,[],[]
3560,"('hunting', 'late', 'payment')",2,hunting late payment,[],[]
3561,"('17003969', '17003970', '17003971')",2,17003969 17003970 17003971,[],[]
3562,"('001', 'amp', 'amp')",2,001 amp amp,[],[]
3563,"('education', 'stated', 'entity')",2,education stated entity,[],[]
3564,"('furthermore', 'director', 'legal')",2,furthermore director legal,[],[]
3565,"('frn', 'support', 'exempt')",2,frn support exempt,[],[]
3566,"('prior', 'allowable', 'contract')",2,prior allowable contract,[],[]
3567,"('month', 'month', 'service')",2,month month service,"['No 470', 'Competitive Bidding Violation']","[84, 168, 170]"
3568,"('frn', 'service', 'provider')",2,frn service provider,[],[]
3569,"('prior', 'end', '28')",2,prior end 28,[],[]
3570,"('users', 'excessive', 'cost')",2,users excessive cost,[],[]
3571,"('frn', 'reduced', '20')",2,frn reduced 20,[],[]
3572,"('user', 'seat', 'education')",2,user seat education,[],[]
3573,"('frn', 'posted', 'fcc')",2,frn posted fcc,[],[]
3574,"('user', 'information', 'included')",2,user information included,[],[]
3575,"('ysleta', 'order', 'evaluating')",2,ysleta order evaluating,['Competitive Bidding Violation - price not primary factor'],[64]
3576,"('prior', 'selecting', 'winning')",2,prior selecting winning,[],[]
3577,"('modified', '1', '029')",2,modified 1 029,[],[]
3578,"('procedures', 'usac', 'unable')",2,procedures usac unable,[],[]
3579,"('00', 'mo', 'recurring')",2,00 mo recurring,['Ineligible Service'],"[49, 53]"
3580,"('frn', 'modified', 'dark')",2,frn modified dark,[],[]
3581,"('frn', 'modified', 'bens')",2,frn modified bens,[],[]
3582,"('price', 'primary', 'consideration')",2,price primary consideration,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3583,"('modem', 'internet', 'access')",2,modem internet access,[],[]
3584,"('process', 'correspondence', 'vendors')",2,process correspondence vendors,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3585,"('used', 'penalize', 'time')",2,used penalize time,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3586,"('frn', 'modified', '820')",2,frn modified 820,[],[]
3587,"('modified', '1', '038')",2,modified 1 038,[],[]
3588,"('process', 'dr2', 'vendor')",2,process dr2 vendor,[],[]
3589,"('process', 'fcc', 'form')",2,process fcc form,[],[]
3590,"('process', 'frn', 'dr2')",2,process frn dr2,[],[]
3591,"('17000460', '17008786', 'eligible')",2,17000460 17008786 eligible,[],[]
3592,"('00', '45', '00')",2,00 45 00,[],[]
3593,"('mr3', 'contract', 'award')",2,mr3 contract award,[],[]
3594,"('frn', 'modified', '3')",2,frn modified 3,['470 / 471 Mismatch'],[44]
3595,"('utilized', 'students', 'located')",2,utilized students located,[],[]
3596,"('prices', 'available', 'commercial')",2,prices available commercial,['Competitive Bidding Violation - price not primary factor'],[64]
3597,"('prices', 'available', 'commercially')",2,prices available commercially,['Competitive Bidding Violation - price not primary factor'],[64]
3598,"('funding', 'state', 'puerto')",2,funding state puerto,[],[]
3599,"('funding', 'request', 'since')",2,funding request since,[],[]
3600,"('funding', 'request', 'overlapping')",2,funding request overlapping,[],[]
3601,"('month', 'bid', 'chosen')",2,month bid chosen,['Competitive Bidding Violation - price not primary factor'],[64]
3602,"('prices', 'submitted', 'providers')",2,prices submitted providers,['Competitive Bidding Violation - price not primary factor'],[64]
3603,"('prices', 'two', 'three')",2,prices two three,['Competitive Bidding Violation - price not primary factor'],[64]
3604,"('funding', 'request', 'dr2')",2,funding request dr2,[],[]
3605,"('validate', 'funds', 'requested')",2,validate funds requested,[],[]
3606,"('validate', 'discount', 'validation')",2,validate discount validation,[],[]
3607,"('funding', 'puerto', 'rico')",2,funding puerto rico,[],[]
3608,"('funding', 'public', 'schools')",2,funding public schools,[],[]
3609,"('pricing', 'based', 'specific')",2,pricing based specific,[],[]
3610,"('pricing', 'voice', 'services')",2,pricing voice services,[],[]
3611,"('modified', '1', '022')",2,modified 1 022,[],[]
3612,"('funding', 'denied', 'mr1')",2,funding denied mr1,[],[]
3613,"('primary', 'consideration', 'frn')",2,primary consideration frn,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3614,"('funding', 'commitment', 'decision')",2,funding commitment decision,[],[]
3615,"('funding', 'behalf', 'entities')",2,funding behalf entities,[],[]
3616,"('primary', 'consideration', 'school')",2,primary consideration school,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3617,"('funding', 'year', 'therefore')",2,funding year therefore,[],[]
3618,"('price', 'services', 'exorbitant')",2,price services exorbitant,['Competitive Bidding Violation - price not primary factor'],[64]
3619,"('funded', 'applications', 'filed')",2,funded applications filed,[],[]
3620,"('fund', 'support', 'mr1')",2,fund support mr1,[],[]
3621,"('fund', 'support', 'dr3')",2,fund support dr3,['Applicant ineligible'],[5]
3622,"('full', '60', 'points')",2,full 60 points,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3623,"('17000491', 'eligible', 'assistance')",2,17000491 eligible assistance,[],[]
3624,"('frn', 'modified', '250')",2,frn modified 250,[],[]
3625,"('product', 'service', 'nationwide')",2,product service nationwide,[],[]
3626,"('frn', 'denied', 'failed')",2,frn denied failed,[],[]
3627,"('17003958', '17003959', '17003960')",2,17003958 17003959 17003960,[],[]
3628,"('00', 'service', 'provider')",2,00 service provider,[],[]
3629,"('17003959', '17003960', '17003962')",2,17003959 17003960 17003962,[],[]
3630,"('product', 'service', '12')",2,product service 12,[],[]
3631,"('17003960', '17003962', '17003963')",2,17003960 17003962 17003963,[],[]
3632,"('17003962', '17003963', '17003964')",2,17003962 17003963 17003964,[],[]
3633,"('frn', 'created', 'consultation')",2,frn created consultation,[],[]
3634,"('17003963', '17003964', '17003965')",2,17003963 17003964 17003965,[],[]
3635,"('17003964', '17003965', '17003966')",2,17003964 17003965 17003966,[],[]
3636,"('17003965', '17003966', '17003967')",2,17003965 17003966 17003967,[],[]
3637,"('year', 'therefore', 'frn')",2,year therefore frn,[],[]
3638,"('frn', 'binghamton', 'university')",2,frn binghamton university,[],[]
3639,"('frn', 'ben', '17014322')",2,frn ben 17014322,[],[]
3640,"('17003966', '17003967', '17003968')",2,17003966 17003967 17003968,[],[]
3641,"('product', 'service', 'cellular')",2,product service cellular,[],[]
3642,"('17003967', '17003968', '17003969')",2,17003967 17003968 17003969,[],[]
3643,"('frn', 'accordance', 'ral')",2,frn accordance ral,[],[]
3644,"('frn', '179915642', 'amp')",2,frn 179915642 amp,[],[]
3645,"('product', 'service', 'data')",2,product service data,[],[]
3646,"('guidance', 'state', 'law')",2,guidance state law,[],[]
3647,"('product', 'service', 'dr2')",2,product service dr2,['Ineligible Service'],[3]
3648,"('17003968', '17003969', '17003970')",2,17003968 17003969 17003970,[],[]
3649,"('frn', '1799092779', 'correct')",2,frn 1799092779 correct,[],[]
3650,"('product', 'service', 'fiber')",2,product service fiber,[],[]
3651,"('product', 'service', 'listed')",2,product service listed,[],[]
3652,"('product', 'service', 'made')",2,product service made,[],[]
3653,"('pri', 'full', 'bill')",2,pri full bill,[],[]
3654,"('17003957', '17003958', '17003959')",2,17003957 17003958 17003959,[],[]
3655,"('17003956', '17003957', '17003958')",2,17003956 17003957 17003958,[],[]
3656,"('process', 'indicated', 'bid')",2,process indicated bid,[],[]
3657,"('17003955', '17003956', '17003957')",2,17003955 17003956 17003957,[],[]
3658,"('frn', 'modified', '2')",2,frn modified 2,['Competitive Bidding Violation'],[32]
3659,"('process', 'must', 'completed')",2,process must completed,[],[]
3660,"('month', '887', '98')",2,month 887 98,[],[]
3661,"('frn', 'modified', '117')",2,frn modified 117,[],[]
3662,"('process', 'provided', 'amendment')",2,process provided amendment,[],[]
3663,"('frn', 'meet', 'state')",2,frn meet state,[],[]
3664,"('process', 'requests', 'pre')",2,process requests pre,[],[]
3665,"('process', 'therefore', 'applicant')",2,process therefore applicant,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']","[87, 95]"
3666,"('validation', 'entities', 'receiving')",2,validation entities receiving,[],[]
3667,"('17002252', '16080478', '16080477')",2,17002252 16080478 16080477,[],[]
3668,"('frn', 'include', 'internal')",2,frn include internal,['Ineligible Service'],[54]
3669,"('yes', 'listed', 'frn')",2,yes listed frn,['Competitive Bidding Violation - price not primary factor'],[95]
3670,"('frn', 'fcc', 'form')",2,frn fcc form,[],[]
3671,"('yes', 'fiber', 'maintenance')",2,yes fiber maintenance,[],[]
3672,"('governing', 'authority', 'puerto')",2,governing authority puerto,[],[]
3673,"('processas', 'bidder', 'cannot')",2,processas bidder cannot,[],[]
3674,"('frn', 'dr2', 'frn')",2,frn dr2 frn,[],[]
3675,"('mr3', 'establishing', 'fcc')",2,mr3 establishing fcc,[],[]
3676,"('usage', 'mr1', 'frn')",2,usage mr1 frn,[],[]
3677,"('yes', 'agree', 'applicant')",2,yes agree applicant,[],[]
3678,"('frn', 'denied', 'service')",2,frn denied service,[],[]
3679,"('17003684', 'eligible', 'assistance')",2,17003684 eligible assistance,[],[]
3680,"('00', 'per', 'circuit')",2,00 per circuit,[],[]
3681,"('17003950', '17003951', '17003954')",2,17003950 17003951 17003954,[],[]
3682,"('17003951', '17003954', '17003955')",2,17003951 17003954 17003955,[],[]
3683,"('frn', 'denied', 'head')",2,frn denied head,[],[]
3684,"('17003954', '17003955', '17003956')",2,17003954 17003955 17003956,[],[]
3685,"('id', 'number', 'hunting')",2,id number hunting,[],[]
3686,"('following', 'item', 'tariff')",2,following item tariff,[],[]
3687,"('following', 'item', 'switched')",2,following item switched,[],[]
3688,"('providers', 'applicants', 'must')",2,providers applicants must,['Competitive Bidding Violation - price not primary factor'],[64]
3689,"('evaluating', 'bids', 'prospective')",2,evaluating bids prospective,['Competitive Bidding Violation - price not primary factor'],[64]
3690,"('evaluated', 'based', '100')",2,evaluated based 100,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3691,"('1', '013', '05')",2,1 013 05,[],[]
3692,"('1', '018', '95')",2,1 018 95,[],[]
3693,"('providers', 'either', 'fcc')",2,providers either fcc,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3694,"('1', '018', '98')",2,1 018 98,[],[]
3695,"('establishingform', '470', 'frn')",2,establishingform 470 frn,[],[]
3696,"('providers', 'location', 'justified')",2,providers location justified,[],[]
3697,"('1', '022', '43')",2,1 022 43,[],[]
3698,"('providers', 'review', 'bid')",2,providers review bid,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3699,"('1', '022', '62')",2,1 022 62,[],[]
3700,"('equipment', 'fee', 'voicemail')",2,equipment fee voicemail,[],[]
3701,"('equipment', 'fee', 'toll')",2,equipment fee toll,[],[]
3702,"('monthly', 'cost', 'eligible')",2,monthly cost eligible,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3703,"('entity', 'utilized', 'students')",2,entity utilized students,[],[]
3704,"('providing', 'dedicated', 'connection')",2,providing dedicated connection,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3705,"('provision', 'voluntary', 'contract')",2,provision voluntary contract,[],[]
3706,"('entity', 'file', 'e')",2,entity file e,[],[]
3707,"('entity', 'fccform', '470')",2,entity fccform 470,[],[]
3708,"('public', 'schools', 'furthermore')",2,public schools furthermore,[],[]
3709,"('public', 'schools', 'puerto')",2,public schools puerto,[],[]
3710,"('public', 'schools', 'secretary')",2,public schools secretary,[],[]
3711,"('entity', 'dupage', 'technology')",2,entity dupage technology,[],[]
3712,"('entity', 'discount', 'information')",2,entity discount information,[],[]
3713,"('public', 'schools', 'state')",2,public schools state,[],[]
3714,"('entity', 'building', 'bridges')",2,entity building bridges,[],[]
3715,"('entity', 'application', 'denied')",2,entity application denied,[],[]
3716,"('evaluation', 'contains', 'three')",2,evaluation contains three,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3717,"('evaluation', 'criterions', 'time')",2,evaluation criterions time,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3718,"('published', 'non', 'listed')",2,published non listed,[],[]
3719,"('evaluation', 'primary', 'consideration')",2,evaluation primary consideration,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3720,"('extensions', 'therefore', 'extended')",2,extensions therefore extended,[],[]
3721,"('min', 'storage', 'listed')",2,min storage listed,[],[]
3722,"('treated', 'frn', 'denied')",2,treated frn denied,"['Ineligible Service', '470 / 471 Mismatch']","[54, 97]"
3723,"('transport', 'program', 'rules')",2,transport program rules,[],[]
3724,"('transport', 'bundled', 'program')",2,transport bundled program,[],[]
3725,"('expiration', 'mandatory', '28')",2,expiration mandatory 28,[],[]
3726,"('modified', '1', '2')",2,modified 1 2,[],[]
3727,"('must', 'carefully', 'consider')",2,must carefully consider,['Competitive Bidding Violation - price not primary factor'],[64]
3728,"('exorbitant', 'cannot', 'face')",2,exorbitant cannot face,['Competitive Bidding Violation - price not primary factor'],[64]
3729,"('includes', 'connection', 'applicant')",2,includes connection applicant,[],[]
3730,"('exempt', 'requirement', 'post')",2,exempt requirement post,[],[]
3731,"('includes', 'request', 'auto')",2,includes request auto,[],[]
3732,"('excluding', 'data', 'text')",2,excluding data text,[],[]
3733,"('1', '006', '98')",2,1 006 98,[],[]
3734,"('exceeds', 'number', 'users')",2,exceeds number users,[],[]
3735,"('meyers', 'representative', 'serviceprovider')",2,meyers representative serviceprovider,[],[]
3736,"('provider', 'state', 'regional')",2,provider state regional,[],[]
3737,"('1', '010', '43')",2,1 010 43,[],[]
3738,"('evaluation', 'worksheet', 'indicates')",2,evaluation worksheet indicates,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3739,"('without', 'documents', 'able')",2,without documents able,[],[]
3740,"('evaluation', 'shows', 'monthly')",2,evaluation shows monthly,['Competitive Bidding Violation - price not primary factor'],"[172, 174]"
3741,"('includes', 'request', 'call')",2,includes request call,[],[]
3742,"('evaluation', 'process', 'must')",2,evaluation process must,[],[]
3743,"('providerfor', 'frn', 'service')",2,providerfor frn service,[],[]
3744,"('evaluation', 'process', 'indicated')",2,evaluation process indicated,[],[]
3745,"('evaluation', 'process', 'dr2')",2,evaluation process dr2,[],[]
3746,"('must', 'completed', 'prior')",2,must completed prior,[],[]
